,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
589,29,0.0,0.0,805,0.0,1,2,0.0,1,816,2,1.0,36,2,1,0.0,1,0.0,2319,6689,1,1.0,0.0,11,3,4,80,1,1,1,3,1,0,0,0
590,33,1.0,0.0,213,0.0,7,3,0.0,1,817,3,0.0,49,3,3,0.0,3,0.0,11691,25995,0,1.0,1.0,11,3,4,80,0,14,3,4,13,9,3,7
591,33,0.0,0.0,118,0.0,16,3,0.0,1,819,1,1.0,69,3,2,0.0,1,0.0,5324,26507,5,1.0,1.0,15,3,3,80,0,6,3,3,3,2,0,2
592,47,1.0,0.0,202,0.0,2,2,0.0,1,820,3,1.0,33,3,4,0.0,4,0.0,16752,12982,1,1.0,0.0,11,3,3,80,1,26,3,2,26,14,3,0
593,36,1.0,0.0,676,0.0,1,3,0.0,1,823,3,1.0,35,3,2,0.0,2,0.0,5228,23361,0,1.0,1.0,15,3,1,80,1,10,2,3,9,7,0,5
594,29,1.0,0.0,1252,0.0,23,2,0.0,1,824,3,0.0,81,4,1,0.0,3,0.0,2700,23779,1,1.0,1.0,24,4,3,80,1,10,3,3,10,7,0,7
595,58,0.0,0.0,286,0.0,2,4,0.0,1,825,4,0.0,31,3,5,0.0,2,0.0,19246,25761,7,1.0,0.0,12,3,4,80,0,40,2,3,31,15,13,8
596,35,1.0,0.0,1258,0.0,1,4,0.0,1,826,4,1.0,40,4,1,0.0,3,0.0,2506,13301,3,1.0,1.0,13,3,3,80,0,7,0,3,2,2,2,2
597,42,1.0,0.0,932,0.0,1,2,0.0,1,827,4,1.0,43,2,2,0.0,4,0.0,6062,4051,9,1.0,0.0,13,3,4,80,1,8,4,3,4,3,0,2
598,28,0.0,0.0,890,0.0,2,4,0.0,1,828,3,0.0,46,3,1,0.0,3,0.0,4382,16374,6,1.0,1.0,17,3,4,80,0,5,3,2,2,2,2,1
599,36,1.0,0.0,1041,1.0,13,3,1.0,1,829,3,0.0,36,3,1,0.0,2,0.0,2143,25527,4,1.0,1.0,13,3,2,80,1,8,2,3,5,2,0,4
600,32,1.0,0.0,859,0.0,4,3,0.0,1,830,3,1.0,98,2,2,0.0,3,0.0,6162,19124,1,1.0,1.0,12,3,3,80,1,14,3,3,14,13,6,8
601,40,1.0,0.0,720,0.0,16,4,0.0,1,832,1,0.0,51,2,2,0.0,3,0.0,5094,11983,6,1.0,1.0,14,3,4,80,0,10,6,3,1,0,0,0
602,30,1.0,0.0,946,0.0,2,3,0.0,1,833,3,1.0,52,2,2,0.0,4,0.0,6877,20234,5,1.0,0.0,24,4,2,80,0,12,4,2,0,0,0,0
603,45,1.0,0.0,252,0.0,2,3,0.0,1,834,2,1.0,95,2,1,0.0,3,0.0,2274,6153,1,1.0,1.0,14,3,4,80,0,1,3,3,1,0,0,0
604,42,1.0,0.0,933,0.0,29,3,0.0,1,836,2,0.0,98,3,2,0.0,2,0.0,4434,11806,1,1.0,1.0,13,3,4,80,1,10,3,2,9,8,7,8
605,38,1.0,0.0,471,0.0,12,3,0.0,1,837,1,0.0,45,2,2,1.0,1,1.0,6288,4284,2,1.0,1.0,15,3,3,80,1,13,3,2,4,3,1,2
606,34,1.0,0.0,702,0.0,16,4,0.0,1,838,3,1.0,100,2,1,0.0,4,0.0,2553,8306,1,1.0,1.0,16,3,3,80,0,6,3,3,5,2,1,3
607,49,0.0,0.0,1184,0.0,11,3,0.0,1,840,3,1.0,43,3,3,0.0,4,0.0,7654,5860,1,1.0,1.0,18,3,1,80,2,9,3,4,9,8,7,7
608,55,0.0,0.0,436,0.0,2,1,0.0,1,842,3,0.0,37,3,2,0.0,4,0.0,5160,21519,4,1.0,1.0,16,3,3,80,0,12,3,2,9,7,7,3
609,43,1.0,0.0,589,0.0,14,2,0.0,1,843,2,0.0,94,3,4,0.0,1,0.0,17159,5200,6,1.0,1.0,24,4,3,80,1,22,3,3,4,1,1,0
610,27,1.0,0.0,269,0.0,5,1,0.0,1,844,3,0.0,42,2,3,0.0,4,1.0,12808,8842,1,1.0,0.0,16,3,2,80,1,9,3,3,9,8,0,8
611,35,1.0,0.0,950,0.0,7,3,0.0,1,845,3,0.0,59,3,3,0.0,3,0.0,10221,18869,3,1.0,1.0,21,4,2,80,0,17,3,4,8,5,1,6
612,28,1.0,0.0,760,0.0,2,4,0.0,1,846,2,1.0,81,3,2,0.0,2,0.0,4779,3698,1,1.0,0.0,20,4,1,80,0,8,2,3,8,7,7,5
613,34,1.0,0.0,829,1.0,3,2,1.0,1,847,3,0.0,88,3,1,0.0,4,0.0,3737,2243,0,1.0,1.0,19,3,3,80,1,4,1,1,3,2,0,2
614,26,0.0,0.0,887,0.0,5,2,0.0,1,848,3,1.0,88,2,1,0.0,3,0.0,2366,20898,1,1.0,0.0,14,3,1,80,1,8,2,3,8,7,1,7
615,27,1.0,1.0,443,0.0,3,3,0.0,1,850,4,0.0,50,3,1,0.0,4,0.0,1706,16571,1,1.0,1.0,11,3,3,80,3,0,6,2,0,0,0,0
616,51,1.0,0.0,1318,0.0,26,4,0.0,1,851,1,1.0,66,3,4,0.0,3,0.0,16307,5594,2,1.0,1.0,14,3,3,80,1,29,2,2,20,6,4,17
617,44,1.0,0.0,625,0.0,4,3,0.0,1,852,4,0.0,50,3,2,1.0,2,0.0,5933,5197,9,1.0,1.0,12,3,4,80,0,10,2,2,5,2,2,3
618,25,1.0,0.0,180,0.0,2,1,0.0,1,854,1,0.0,65,4,1,0.0,1,0.0,3424,21632,7,1.0,1.0,13,3,3,80,0,6,3,2,4,3,0,1
619,33,1.0,0.0,586,0.0,1,3,0.0,1,855,1,0.0,48,4,2,0.0,1,1.0,4037,21816,1,1.0,1.0,22,4,1,80,1,9,5,3,9,8,0,8
620,35,1.0,0.0,1343,0.0,27,1,0.0,1,856,3,1.0,53,2,1,0.0,1,0.0,2559,17852,1,1.0,1.0,11,3,4,80,0,6,3,2,6,5,1,1
621,36,1.0,0.0,928,0.0,1,2,0.0,1,857,2,0.0,56,3,2,0.0,4,0.0,6201,2823,1,1.0,0.0,14,3,4,80,1,18,1,2,18,14,4,11
622,32,1.0,0.0,117,0.0,13,4,0.0,1,859,2,0.0,73,3,2,0.0,4,1.0,4403,9250,2,1.0,1.0,11,3,3,80,1,8,3,2,5,2,0,3
623,30,1.0,0.0,1012,0.0,5,4,0.0,1,861,2,0.0,75,2,1,0.0,4,1.0,3761,2373,9,1.0,1.0,12,3,2,80,1,10,3,2,5,4,0,3
624,53,1.0,0.0,661,0.0,7,2,0.0,1,862,1,1.0,78,2,3,0.0,4,0.0,10934,20715,7,1.0,0.0,18,3,4,80,1,35,3,3,5,2,0,4
625,45,1.0,0.0,930,0.0,9,3,0.0,1,864,4,0.0,74,3,3,0.0,1,1.0,10761,19239,4,1.0,0.0,12,3,3,80,1,18,2,3,5,4,0,2
626,32,1.0,0.0,638,0.0,8,2,0.0,1,865,3,1.0,91,4,2,0.0,3,0.0,5175,22162,5,1.0,1.0,12,3,3,80,1,9,3,2,5,3,1,3
627,52,1.0,0.0,890,0.0,25,4,0.0,1,867,3,1.0,81,2,4,0.0,4,0.0,13826,19028,3,1.0,1.0,22,4,3,80,0,31,3,3,9,8,0,0
628,37,1.0,0.0,342,0.0,16,4,0.0,1,868,4,0.0,66,2,2,0.0,3,1.0,6334,24558,4,1.0,1.0,19,3,4,80,2,9,2,3,1,0,0,0
629,28,1.0,0.0,1169,1.0,8,2,0.0,1,869,2,0.0,63,2,1,0.0,4,1.0,4936,23965,1,1.0,1.0,13,3,4,80,1,6,6,3,5,1,0,4
630,22,1.0,0.0,1230,0.0,1,2,0.0,1,872,4,0.0,33,2,2,0.0,4,0.0,4775,19146,6,1.0,1.0,22,4,1,80,2,4,2,1,2,2,2,2
631,44,1.0,0.0,986,0.0,8,4,0.0,1,874,1,0.0,62,4,1,0.0,4,0.0,2818,5044,2,1.0,0.0,24,4,3,80,1,10,2,2,3,2,0,2
632,42,1.0,0.0,1271,0.0,2,1,0.0,1,875,2,0.0,35,3,1,0.0,4,0.0,2515,9068,5,1.0,0.0,14,3,4,80,0,8,2,3,2,1,2,2
633,36,1.0,0.0,1278,1.0,8,3,0.0,1,878,1,0.0,77,2,1,0.0,1,0.0,2342,8635,0,1.0,1.0,21,4,3,80,0,6,3,3,5,4,0,3
634,25,1.0,0.0,141,0.0,3,1,0.0,1,879,3,0.0,98,3,2,0.0,1,0.0,4194,14363,1,1.0,0.0,18,3,4,80,0,5,3,3,5,3,0,3
635,35,1.0,0.0,607,0.0,9,3,0.0,1,880,4,1.0,66,2,3,0.0,3,0.0,10685,23457,1,1.0,0.0,20,4,2,80,1,17,2,3,17,14,5,15
636,35,0.0,0.0,130,0.0,25,4,0.0,1,881,4,1.0,96,3,1,0.0,2,1.0,2022,16612,1,1.0,0.0,19,3,1,80,1,10,3,2,10,2,7,8
637,32,1.0,1.0,300,0.0,1,3,0.0,1,882,4,0.0,61,3,1,0.0,4,1.0,2314,9148,0,1.0,1.0,12,3,2,80,1,4,2,3,3,0,0,2
638,25,1.0,0.0,583,0.0,4,1,0.0,1,885,3,0.0,87,2,2,0.0,1,0.0,4256,18154,1,1.0,1.0,12,3,1,80,0,5,1,4,5,2,0,3
639,49,1.0,0.0,1418,0.0,1,3,0.0,1,887,3,1.0,36,3,1,0.0,1,0.0,3580,10554,2,1.0,1.0,16,3,2,80,1,7,2,3,4,2,0,2
640,24,1.0,1.0,1269,0.0,4,1,0.0,1,888,1,0.0,46,2,1,0.0,4,0.0,3162,10778,0,1.0,1.0,17,3,4,80,0,6,2,2,5,2,3,4
641,32,1.0,0.0,379,0.0,5,2,0.0,1,889,2,0.0,48,3,2,0.0,2,0.0,6524,8891,1,1.0,1.0,14,3,4,80,1,10,3,3,10,8,5,3
642,38,1.0,0.0,395,0.0,9,3,0.0,1,893,2,0.0,98,2,1,0.0,2,0.0,2899,12102,0,1.0,1.0,19,3,4,80,1,3,3,3,2,2,1,2
643,42,1.0,0.0,1265,0.0,3,3,0.0,1,894,3,1.0,95,4,2,0.0,4,0.0,5231,23726,2,1.0,0.0,13,3,2,80,1,17,1,2,5,3,1,3
644,31,1.0,0.0,1222,0.0,11,4,0.0,1,895,4,0.0,48,3,1,0.0,4,0.0,2356,14871,3,1.0,0.0,19,3,2,80,1,8,2,3,6,4,0,2
645,29,0.0,0.0,341,0.0,1,3,0.0,1,896,2,1.0,48,2,1,0.0,3,1.0,2800,23522,6,1.0,0.0,19,3,3,80,3,5,3,3,3,2,0,2
646,53,1.0,0.0,868,0.0,8,3,0.0,1,897,1,0.0,73,3,4,0.0,4,0.0,11836,22789,5,1.0,1.0,14,3,3,80,1,28,3,3,2,0,2,2
647,35,1.0,0.0,672,0.0,25,3,0.0,1,899,4,0.0,78,2,3,0.0,2,0.0,10903,9129,3,1.0,1.0,16,3,1,80,0,16,2,3,13,10,4,8
648,37,1.0,0.0,1231,0.0,21,2,0.0,1,900,3,1.0,54,3,1,0.0,4,0.0,2973,21222,5,1.0,1.0,15,3,2,80,1,10,3,3,5,4,0,0
649,53,1.0,0.0,102,0.0,23,4,0.0,1,901,4,1.0,72,3,4,0.0,4,0.0,14275,20206,6,1.0,1.0,18,3,3,80,0,33,0,3,12,9,3,8
650,43,1.0,0.0,422,0.0,1,3,0.0,1,902,4,1.0,33,3,2,1.0,4,0.0,5562,21782,4,1.0,1.0,13,3,2,80,1,12,2,2,5,2,2,2
651,47,1.0,0.0,249,0.0,2,2,0.0,1,903,3,1.0,35,3,2,0.0,4,0.0,4537,17783,0,1.0,0.0,22,4,1,80,1,8,2,3,7,6,7,7
652,37,1.0,1.0,1252,0.0,19,2,0.0,1,904,1,0.0,32,3,3,0.0,2,0.0,7642,4814,1,1.0,0.0,13,3,4,80,0,10,2,3,10,0,0,9
653,50,1.0,1.0,881,0.0,2,4,0.0,1,905,1,0.0,98,3,4,0.0,1,1.0,17924,4544,1,1.0,1.0,11,3,4,80,1,31,3,3,31,6,14,7
654,39,1.0,0.0,1383,1.0,2,3,0.0,1,909,4,1.0,42,2,2,0.0,4,0.0,5204,7790,8,1.0,1.0,11,3,3,80,2,13,2,3,5,4,0,4
655,33,1.0,0.0,1075,1.0,3,2,1.0,1,910,4,0.0,57,3,1,0.0,2,1.0,2277,22650,3,1.0,0.0,11,3,3,80,1,7,4,4,4,3,0,3
656,32,0.0,0.0,374,0.0,25,4,0.0,1,911,1,0.0,87,3,1,0.0,4,0.0,2795,18016,1,1.0,0.0,24,4,3,80,0,1,2,1,1,0,0,1
657,29,1.0,0.0,1086,0.0,7,1,0.0,1,912,1,1.0,62,2,1,0.0,4,1.0,2532,6054,6,1.0,1.0,14,3,3,80,3,8,5,3,4,3,0,3
658,44,1.0,0.0,661,0.0,9,2,0.0,1,913,2,0.0,61,3,1,0.0,1,0.0,2559,7508,1,1.0,0.0,13,3,4,80,0,8,0,3,8,7,7,1
659,28,1.0,0.0,821,0.0,5,4,0.0,1,916,1,0.0,98,3,2,0.0,4,0.0,4908,24252,1,1.0,1.0,14,3,2,80,0,4,3,3,4,2,0,2
660,58,0.0,0.0,781,0.0,2,1,0.0,1,918,4,0.0,57,2,1,0.0,4,1.0,2380,13384,9,1.0,0.0,14,3,4,80,1,3,3,2,1,0,0,0
661,43,1.0,0.0,177,0.0,8,3,0.0,1,920,1,1.0,55,3,2,0.0,2,1.0,4765,23814,4,1.0,1.0,21,4,3,80,1,4,2,4,1,0,0,0
662,20,0.0,0.0,500,0.0,2,3,0.0,1,922,3,1.0,49,2,1,0.0,3,0.0,2044,22052,1,1.0,1.0,13,3,4,80,0,2,3,2,2,2,0,2
663,21,0.0,0.0,1427,0.0,18,1,0.0,1,923,4,1.0,65,3,1,0.0,4,0.0,2693,8870,1,1.0,1.0,19,3,1,80,0,1,3,2,1,0,0,0
664,36,1.0,0.0,1425,0.0,14,1,0.0,1,924,3,0.0,68,3,2,1.0,4,0.0,6586,4821,0,1.0,0.0,17,3,1,80,1,17,2,2,16,8,4,11
665,47,1.0,0.0,1454,0.0,2,4,0.0,1,925,4,1.0,65,2,1,0.0,4,0.0,3294,13137,1,1.0,0.0,18,3,1,80,0,3,3,2,3,2,1,2
666,22,0.0,0.0,617,0.0,3,1,0.0,1,926,2,1.0,34,3,2,0.0,3,0.0,4171,10022,0,1.0,0.0,19,3,1,80,1,4,3,4,3,2,0,2
667,41,0.0,0.0,1085,0.0,2,4,0.0,1,927,2,1.0,57,1,1,0.0,4,1.0,2778,17725,4,1.0,0.0,13,3,3,80,1,10,1,2,7,7,1,0
668,28,1.0,0.0,995,0.0,9,3,0.0,1,930,3,1.0,77,3,1,0.0,3,1.0,2377,9834,5,1.0,1.0,18,3,2,80,1,6,2,3,2,2,2,2
669,39,0.0,0.0,1122,0.0,6,3,0.0,1,932,4,0.0,70,3,1,0.0,1,0.0,2404,4303,7,1.0,0.0,21,4,4,80,0,8,2,1,2,2,2,2
670,27,1.0,0.0,618,0.0,4,3,0.0,1,933,2,1.0,76,3,1,0.0,3,0.0,2318,17808,1,1.0,1.0,19,3,3,80,0,1,2,3,1,1,0,0
671,34,1.0,0.0,546,0.0,10,3,0.0,1,934,2,0.0,83,3,1,0.0,2,1.0,2008,6896,1,1.0,1.0,14,3,2,80,2,1,3,3,1,0,1,0
672,42,1.0,0.0,462,0.0,14,2,0.0,1,936,3,1.0,68,2,2,0.0,3,0.0,6244,7824,7,1.0,1.0,17,3,1,80,0,10,6,3,5,4,0,3
673,33,1.0,0.0,1198,0.0,1,4,0.0,1,939,3,0.0,100,2,1,0.0,1,0.0,2799,3339,3,1.0,0.0,11,3,2,80,0,6,1,3,3,2,0,2
674,58,1.0,0.0,1272,0.0,5,3,0.0,1,940,3,1.0,37,2,3,1.0,2,1.0,10552,9255,2,1.0,0.0,13,3,4,80,1,24,3,3,6,0,0,4
675,31,1.0,0.0,154,0.0,7,4,0.0,1,941,2,0.0,41,2,1,0.0,3,0.0,2329,11737,3,1.0,1.0,15,3,2,80,0,13,2,4,7,7,5,2
676,35,1.0,0.0,1137,0.0,21,1,0.0,1,942,4,1.0,51,3,2,1.0,4,0.0,4014,19170,1,1.0,0.0,25,4,4,80,1,10,2,1,10,6,0,7
677,49,1.0,0.0,527,0.0,8,2,0.0,1,944,1,1.0,51,3,3,0.0,2,0.0,7403,22477,4,1.0,1.0,11,3,3,80,1,29,3,2,26,9,1,7
678,48,1.0,0.0,1469,0.0,20,4,0.0,1,945,4,0.0,51,3,1,0.0,3,0.0,2259,5543,4,1.0,1.0,17,3,1,80,2,13,2,2,0,0,0,0
679,31,1.0,1.0,1188,0.0,20,2,0.0,1,947,4,1.0,45,3,2,0.0,3,0.0,6932,24406,1,1.0,1.0,13,3,4,80,1,9,2,2,9,8,0,0
680,36,1.0,0.0,188,0.0,7,4,0.0,1,949,2,0.0,65,3,1,0.0,4,0.0,4678,23293,2,1.0,1.0,18,3,3,80,0,8,6,3,6,2,0,1
681,38,1.0,0.0,1333,0.0,1,3,0.0,1,950,4,1.0,80,3,3,0.0,1,0.0,13582,16292,1,1.0,1.0,13,3,2,80,1,15,3,3,15,12,5,11
682,32,1.0,1.0,1184,0.0,1,3,0.0,1,951,3,1.0,70,2,1,0.0,2,0.0,2332,3974,6,1.0,1.0,20,4,3,80,0,5,3,3,3,0,0,2
683,25,0.0,0.0,867,0.0,19,2,0.0,1,952,3,0.0,36,2,1,0.0,2,0.0,2413,18798,1,1.0,0.0,18,3,3,80,3,1,2,3,1,0,0,0
684,40,1.0,0.0,658,0.0,10,4,0.0,1,954,1,0.0,67,2,3,0.0,2,1.0,9705,20652,2,1.0,1.0,12,3,2,80,1,11,2,2,1,0,0,0
685,26,1.0,0.0,1283,0.0,1,3,0.0,1,956,3,0.0,52,2,2,0.0,1,0.0,4294,11148,1,1.0,1.0,12,3,2,80,0,7,2,3,7,7,0,7
686,41,1.0,0.0,263,0.0,6,3,0.0,1,957,4,0.0,59,3,1,0.0,1,0.0,4721,3119,2,1.0,0.0,13,3,3,80,0,20,3,3,18,13,2,17
687,36,1.0,0.0,938,0.0,2,4,0.0,1,958,3,0.0,79,3,1,0.0,3,0.0,2519,12287,4,1.0,1.0,21,4,3,80,0,16,6,3,11,8,3,9
688,19,0.0,0.0,419,0.0,21,3,0.0,1,959,4,0.0,37,2,1,0.0,2,0.0,2121,9947,1,1.0,0.0,13,3,2,80,0,1,3,4,1,0,0,0
689,20,0.0,0.0,129,0.0,4,3,0.0,1,960,1,0.0,84,3,1,0.0,1,0.0,2973,13008,1,1.0,1.0,19,3,2,80,0,1,2,3,1,0,0,0
690,31,1.0,0.0,616,0.0,12,3,0.0,1,961,4,1.0,41,3,2,1.0,4,0.0,5855,17369,0,1.0,0.0,11,3,3,80,2,10,2,1,9,7,8,5
691,40,1.0,0.0,1469,0.0,9,4,0.0,1,964,4,0.0,35,3,1,0.0,2,1.0,3617,25063,8,1.0,0.0,14,3,4,80,1,3,2,3,1,1,0,0
692,32,1.0,0.0,498,0.0,3,4,0.0,1,966,3,1.0,93,3,2,0.0,1,0.0,6725,13554,1,1.0,1.0,12,3,3,80,1,8,2,4,8,7,6,3
693,36,0.0,0.0,530,0.0,3,1,0.0,1,967,3,0.0,51,2,3,0.0,4,0.0,10325,5518,1,1.0,0.0,11,3,1,80,1,16,6,3,16,7,3,7
694,33,1.0,0.0,1069,0.0,1,3,0.0,1,969,2,1.0,42,2,2,1.0,4,0.0,6949,12291,0,1.0,1.0,14,3,1,80,0,6,3,3,5,0,1,4
695,37,0.0,0.0,625,0.0,1,4,0.0,1,970,1,0.0,46,2,3,0.0,3,0.0,10609,14922,5,1.0,1.0,11,3,3,80,0,17,2,1,14,1,11,7
696,45,1.0,1.0,805,0.0,4,2,0.0,1,972,3,0.0,57,3,2,0.0,2,0.0,4447,23163,1,1.0,1.0,12,3,2,80,0,9,5,2,9,7,0,8
697,29,1.0,0.0,1404,0.0,20,3,0.0,1,974,3,1.0,84,3,1,0.0,4,0.0,2157,18203,1,1.0,1.0,15,3,2,80,1,3,5,3,3,1,0,2
698,35,1.0,0.0,1219,0.0,18,3,0.0,1,975,3,1.0,86,3,2,0.0,3,0.0,4601,6179,1,1.0,1.0,16,3,2,80,0,5,3,3,5,2,1,0
699,52,1.0,0.0,1053,0.0,1,2,0.0,1,976,4,0.0,70,3,4,0.0,4,0.0,17099,13829,2,1.0,1.0,15,3,2,80,1,26,2,2,9,8,7,8
700,58,0.0,0.0,289,0.0,2,3,0.0,1,977,4,0.0,51,3,1,0.0,3,0.0,2479,26227,4,1.0,1.0,24,4,1,80,0,7,4,3,1,0,0,0
701,53,1.0,0.0,1376,0.0,2,2,0.0,1,981,3,0.0,45,3,4,0.0,3,1.0,14852,13938,6,1.0,1.0,13,3,3,80,1,22,3,4,17,13,15,2
702,30,1.0,0.0,231,0.0,8,2,0.0,1,982,3,0.0,62,3,3,0.0,3,1.0,7264,9977,5,1.0,1.0,11,3,1,80,1,10,2,4,8,4,7,7
703,38,1.0,1.0,152,0.0,10,3,0.0,1,983,3,1.0,85,3,2,0.0,4,0.0,5666,19899,1,1.0,0.0,13,3,2,80,0,6,1,3,5,3,1,3
704,35,1.0,0.0,882,0.0,3,4,0.0,1,984,4,0.0,92,3,3,0.0,4,1.0,7823,6812,6,1.0,1.0,13,3,2,80,1,12,2,3,10,9,0,8
705,39,1.0,0.0,903,0.0,2,5,0.0,1,985,1,0.0,41,4,3,0.0,3,0.0,7880,2560,0,1.0,1.0,18,3,4,80,0,9,3,3,8,7,0,7
706,40,0.0,1.0,1479,0.0,24,3,0.0,1,986,2,1.0,100,4,4,0.0,2,0.0,13194,17071,4,1.0,0.0,16,3,4,80,0,22,2,2,1,0,0,0
707,47,1.0,0.0,1379,0.0,16,4,0.0,1,987,3,0.0,64,4,2,0.0,3,1.0,5067,6759,1,1.0,0.0,19,3,3,80,0,20,3,4,19,10,2,7
708,36,1.0,1.0,1229,0.0,8,4,0.0,1,990,1,0.0,84,3,2,0.0,4,1.0,5079,25952,4,1.0,1.0,13,3,4,80,2,12,3,3,7,7,0,7
709,31,0.0,1.0,335,0.0,9,2,0.0,1,991,3,0.0,46,2,1,0.0,1,0.0,2321,10322,0,1.0,0.0,22,4,1,80,0,4,0,3,3,2,1,2
710,33,1.0,1.0,722,0.0,17,3,0.0,1,992,4,0.0,38,3,4,0.0,3,0.0,17444,20489,1,1.0,1.0,11,3,4,80,0,10,2,3,10,8,6,0
711,29,0.0,0.0,906,0.0,10,3,0.0,1,994,4,1.0,92,2,1,0.0,1,0.0,2404,11479,6,1.0,0.0,20,4,3,80,0,3,5,3,0,0,0,0
712,33,1.0,0.0,461,0.0,13,1,0.0,1,995,2,1.0,53,3,1,0.0,4,0.0,3452,17241,3,1.0,1.0,18,3,1,80,0,5,4,3,3,2,0,2
713,45,1.0,0.0,974,0.0,1,4,0.0,1,996,4,1.0,91,3,1,0.0,4,1.0,2270,11005,3,1.0,1.0,14,3,4,80,2,8,2,3,5,3,0,2
714,50,1.0,0.0,1126,0.0,1,2,0.0,1,997,4,0.0,66,3,4,0.0,4,1.0,17399,6615,9,1.0,1.0,22,4,3,80,1,32,1,2,5,4,1,3
715,33,1.0,0.0,827,0.0,1,4,0.0,1,998,3,1.0,84,4,2,1.0,2,0.0,5488,20161,1,1.0,0.0,13,3,1,80,1,6,2,3,6,5,1,2
716,41,1.0,0.0,840,0.0,9,3,0.0,1,999,1,0.0,64,3,5,0.0,3,1.0,19419,3735,2,1.0,1.0,17,3,2,80,1,21,2,4,18,16,0,11
717,27,1.0,0.0,1134,0.0,16,4,0.0,1,1001,3,1.0,37,3,1,0.0,2,0.0,2811,12086,9,1.0,1.0,14,3,2,80,1,4,2,3,2,2,2,2
718,45,1.0,1.0,248,0.0,23,2,0.0,1,1002,4,0.0,42,3,2,0.0,1,0.0,3633,14039,1,1.0,0.0,15,3,3,80,1,9,2,3,9,8,0,8
719,47,1.0,0.0,955,0.0,4,2,0.0,1,1003,4,1.0,83,3,2,0.0,4,0.0,4163,8571,1,1.0,0.0,17,3,3,80,0,9,0,3,9,0,0,7
720,30,0.0,0.0,138,0.0,22,3,0.0,1,1004,1,1.0,48,3,1,0.0,3,0.0,2132,11539,4,1.0,0.0,11,3,2,80,0,7,2,3,5,2,0,1
721,50,1.0,0.0,939,0.0,24,3,0.0,1,1005,4,0.0,95,3,4,0.0,3,0.0,13973,4161,3,1.0,0.0,18,3,4,80,1,22,2,3,12,11,1,5
722,38,1.0,0.0,1391,0.0,10,1,0.0,1,1006,3,0.0,66,3,1,0.0,3,0.0,2684,12127,0,1.0,1.0,17,3,2,80,1,3,0,2,2,1,0,2
723,46,1.0,0.0,566,0.0,7,2,0.0,1,1007,4,0.0,75,3,3,0.0,3,1.0,10845,24208,6,1.0,1.0,13,3,2,80,1,13,3,3,8,7,0,7
724,24,1.0,0.0,1206,0.0,17,1,0.0,1,1009,4,1.0,41,2,2,0.0,3,1.0,4377,24117,1,1.0,1.0,15,3,2,80,2,5,6,3,4,2,3,2
725,35,0.0,0.0,622,0.0,14,4,0.0,1,1010,3,0.0,39,2,1,0.0,2,1.0,3743,10074,1,1.0,0.0,24,4,4,80,1,5,2,1,4,2,0,2
726,31,1.0,0.0,853,0.0,1,1,0.0,1,1011,3,1.0,96,3,2,0.0,1,0.0,4148,11275,1,1.0,1.0,12,3,3,80,1,4,1,3,4,3,0,3
727,18,1.0,1.0,287,0.0,5,2,0.0,1,1012,2,0.0,73,3,1,0.0,4,0.0,1051,13493,1,1.0,1.0,15,3,4,80,0,0,2,3,0,0,0,0
728,54,1.0,0.0,1441,0.0,17,3,0.0,1,1013,3,1.0,56,3,3,0.0,3,0.0,10739,13943,8,1.0,1.0,11,3,3,80,1,22,2,3,10,7,0,8
729,35,1.0,0.0,583,0.0,25,4,0.0,1,1014,3,1.0,57,3,3,1.0,3,1.0,10388,6975,1,1.0,0.0,11,3,3,80,1,16,3,2,16,10,10,1
730,30,1.0,0.0,153,0.0,8,2,0.0,1,1015,2,1.0,73,4,3,0.0,1,0.0,11416,17802,0,1.0,0.0,12,3,3,80,3,9,4,2,8,7,1,7
731,20,0.0,0.0,1097,0.0,11,3,0.0,1,1016,4,1.0,98,2,1,0.0,1,0.0,2600,18275,1,1.0,0.0,15,3,1,80,0,1,2,3,1,0,0,0
732,30,0.0,0.0,109,0.0,5,3,0.0,1,1017,2,1.0,60,3,1,0.0,2,0.0,2422,25725,0,1.0,1.0,17,3,1,80,0,4,3,3,3,2,1,2
733,26,1.0,0.0,1066,0.0,2,2,0.0,1,1018,4,0.0,32,4,2,0.0,4,0.0,5472,3334,1,1.0,1.0,12,3,2,80,0,8,2,3,8,7,1,3
734,22,1.0,0.0,217,0.0,8,1,0.0,1,1019,2,0.0,94,1,1,0.0,1,0.0,2451,6881,1,1.0,1.0,15,3,1,80,1,4,3,2,4,3,1,1
735,48,1.0,0.0,277,0.0,6,3,0.0,1,1022,1,0.0,97,2,2,1.0,3,0.0,4240,13119,2,1.0,1.0,13,3,4,80,0,19,0,3,2,2,2,2
736,48,1.0,0.0,1355,0.0,4,4,0.0,1,1024,3,0.0,78,2,3,1.0,3,0.0,10999,22245,7,1.0,1.0,14,3,2,80,0,27,3,3,15,11,4,8
